Company,Post #,Date (UTC),Title (first line of post),Reactions,Comments,Reposts,Total engagement,Post type,Posted by,Post URL,Company page
Continia Software,12,2026-07-28 12:00,𝗪𝗲'𝗿𝗲 𝗯𝗮𝗰𝗸 𝗳𝗿𝗼𝗺 𝗮 𝗴𝗿𝗲𝗮𝘁 𝗗𝘆𝗻𝗮𝗺𝗶𝗰𝘀𝗖𝗼𝗻 𝗶𝗻 𝗚𝗵𝗮𝗻𝗮 🌍,63,2,2,67,Multi-image (2),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7487839356519354369/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,13,2026-07-27 12:00,"𝗦𝗮𝗺𝗲 𝗠𝗼𝗻𝗱𝗮𝘆, 𝘁𝘄𝗼 𝘃𝗲𝗿𝘆 𝗱𝗶𝗳𝗳𝗲𝗿𝗲𝗻𝘁 𝘄𝗼𝗿𝗸𝗱𝗮𝘆𝘀 📅",30,0,1,31,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7487476939503538177/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,14,2026-07-23 12:00,𝗧𝗵𝗲 𝗼𝗳𝗳𝗶𝗰𝗲 𝗶𝘀 𝗾𝘂𝗶𝗲𝘁. 𝗪𝗵𝘆 𝗻𝗼𝘁 𝘀𝗽𝗲𝗻𝗱 𝘁𝗵𝗲 𝘀𝘂𝗺𝗺𝗲𝗿 𝗹𝗲𝗮𝗿𝗻𝗶𝗻𝗴,23,0,0,23,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7486027425286533121/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,15,2026-07-21 12:00,𝗦𝗲𝗽𝗮𝗿𝗮𝘁𝗲 𝗮𝗰𝗰𝗼𝘂𝗻𝘁𝘀—𝗯𝘂𝘁 𝗶𝘁’𝘀 𝗼𝗻𝗲 𝗿𝗲𝗹𝗮𝘁𝗶𝗼𝗻𝘀𝗵𝗶𝗽 🔗,33,1,5,39,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7485302625081466880/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,16,2026-07-16 12:01,"𝗠𝗼𝗿𝗲 𝘁𝗵𝗮𝗻 𝟭,𝟬𝟬𝟬 𝗮𝗰𝘁𝗶𝘃𝗲 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮 𝘀𝗼𝗹𝘂𝘁𝗶𝗼𝗻𝘀 🏆",119,1,8,128,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7483490893254291456/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,17,2026-07-14 11:46,𝗦𝘂𝗯𝗺𝗶𝘁𝘁𝗶𝗻𝗴 𝗲𝘅𝗽𝗲𝗻𝘀𝗲𝘀 𝗷𝘂𝘀𝘁 𝗴𝗼𝘁 𝗲𝘃𝗲𝗻 𝗲𝗮𝘀𝗶𝗲𝗿!,37,5,8,50,Document/Carousel (PDF),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7482762545431351296/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,18,2026-07-08 12:00,"𝗦𝗲𝗲 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮 𝗶𝗻 𝗮𝗰𝘁𝗶𝗼𝗻, 𝗮𝘁 𝘆𝗼𝘂𝗿 𝗼𝘄𝗻 𝗽𝗮𝗰𝗲💡",36,1,4,41,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7480591520149151744/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,19,2026-07-01 12:30,𝗜𝘁'𝘀 𝗮𝗯𝗼𝘂𝘁 𝘁𝗶𝗺𝗲... 𝗳𝗼𝗿 𝗮𝗻 𝗶𝗰𝗲-𝗰𝗿𝗲𝗮𝗺 𝗯𝗿𝗲𝗮𝗸! 🍧,70,1,0,71,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7478062480389279744/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,20,2026-06-29 12:15,𝗙𝗮𝗸𝗲 𝗶𝗻𝘃𝗼𝗶𝗰𝗲𝘀 𝗱𝗼𝗻'𝘁 𝗮𝗹𝘄𝗮𝘆𝘀 𝗹𝗼𝗼𝗸 𝗳𝗮𝗸𝗲 💡,23,0,3,26,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7477333822297169922/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,21,2026-06-23 09:10,𝗢𝘂𝗿 𝗯𝗶𝗴𝗴𝗲𝘀𝘁 𝘁𝗲𝗮𝗺 𝗺𝗲𝗲𝘁𝘂𝗽 𝘆𝗲𝘁 ☀️,243,4,6,253,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7475112920251772928/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,22,2026-06-11 12:10,𝗙𝗿𝗼𝗺 𝗮 𝗳𝘂𝗹𝗹-𝘁𝗶𝗺𝗲 𝗔𝗣 𝗽𝗲𝗿𝘀𝗼𝗻 𝘁𝗼 𝗮𝘂𝘁𝗼𝗺𝗮𝘁𝗶𝗼𝗻 𝗶𝗻 𝗺𝗶𝗻𝘂𝘁𝗲𝘀 🎯,23,0,3,26,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7470809611818905600/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,23,2026-06-10 12:00,𝗧𝗵𝗲 𝗘𝗹𝗲𝘃𝗮𝘁𝗲 𝘁𝗼𝘂𝗿 𝗰𝗼𝗻𝘁𝗶𝗻𝘂𝗲𝘀 — 𝘁𝗵𝗶𝘀 𝘁𝗶𝗺𝗲 𝗶𝗻 𝗣𝗼𝗹𝗮𝗻𝗱! 🙌,71,1,0,72,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7470444661824913410/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,24,2026-06-09 11:30,𝗞𝗶𝗰𝗸𝗶𝗻𝗴 𝗼𝗳𝗳 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮 𝗘𝗹𝗲𝘃𝗮𝘁𝗲 𝗶𝗻 𝘁𝗵𝗲 𝗨𝗞 🎉,53,2,1,56,Video,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7470074789961973760/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,25,2026-06-04 12:55,𝐖𝐞'𝐫𝐞 𝐈𝐒𝐎 𝟐𝟕𝟎𝟎𝟏 𝐜𝐞𝐫𝐭𝐢𝐟𝐢𝐞𝐝 🎉,195,2,1,198,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7468284352783761408/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,26,2026-06-02 12:00,𝐈𝐭'𝐬 𝐚𝐛𝐨𝐮𝐭 𝐭𝐢𝐦𝐞 … 𝐰𝐞 𝐜𝐲𝐜𝐥𝐞𝐝 𝐭𝐨 𝐰𝐨𝐫𝐤 🚴‍♂️💨,69,1,0,70,Multi-image (3),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7467545726575759360/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,27,2026-05-28 09:00,𝟮𝟱𝟬 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮-𝗹ø𝘀𝗻𝗶𝗻𝗴𝗲𝗿 𝗲𝗿 𝗲𝗻 𝗴𝗼𝗱 𝗴𝗿𝘂𝗻𝗱 𝘁𝗶𝗹 𝗸𝗮𝗴𝗲 🎂,70,1,2,73,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7465688326994460672/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,28,2026-05-27 11:18,𝗧𝗵𝗮𝗻𝗸𝘀 𝗳𝗼𝗿 𝗮 𝗴𝗿𝗲𝗮𝘁 𝘁𝗶𝗺𝗲 𝗮𝘁 𝗗𝘆𝗻𝗮𝗺𝗶𝗰𝘀𝗠𝗶𝗻𝗱𝘀! ☀️,93,2,0,95,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7465360837474566144/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,29,2026-05-21 12:00,𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮 𝗶𝘀 𝗴𝗿𝗼𝘄𝗶𝗻𝗴 — 𝘀𝘄𝗶𝗽𝗲 𝘁𝗼 𝗳𝗶𝗻𝗱 𝘆𝗼𝘂𝗿 𝗻𝗲𝘅𝘁 𝗿𝗼𝗹𝗲 👇,42,0,0,42,Document/Carousel (PDF),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7463196907054600192/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,30,2026-05-20 13:00,𝗬𝗼𝘂𝗿 𝗕𝗖 𝘀𝗲𝘁𝘂𝗽 𝗶𝘀 𝗮𝗹𝗺𝗼𝘀𝘁 𝘁𝗵𝗲𝗿𝗲. 𝗪𝗵𝘆 𝗻𝗼𝘁 𝘂𝗽𝗴𝗿𝗮𝗱𝗲 𝗶𝘁 𝗳𝗼𝗿 𝗳𝗿𝗲𝗲 🚀,34,0,4,38,Video,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7462849736732082179/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,31,2026-04-28 12:07,𝗟𝗲𝘁'𝘀 𝗰𝗮𝘁𝗰𝗵 𝘂𝗽 𝗮𝘁 𝗗𝘆𝗻𝗮𝗺𝗶𝗰𝘀𝗠𝗶𝗻𝗱𝘀! 🚀,66,1,1,68,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7454863943778533376/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,32,2026-04-27 12:00,𝗦𝗽𝗲𝗻𝗱 𝟯𝟬 𝗺𝗶𝗻𝘂𝘁𝗲𝘀 𝗹𝗲𝗮𝗿𝗻𝗶𝗻𝗴 𝗮𝗻𝗱 𝘀𝗮𝘃𝗲 𝗵𝗼𝘂𝗿𝘀 𝗲𝘃𝗲𝗿𝘆 𝗺𝗼𝗻𝘁𝗵 🚀,32,0,1,33,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7454499717926985728/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,33,2026-04-23 12:36,"𝗗𝗶𝗱 𝘆𝗼𝘂 𝗺𝗶𝘀𝘀 𝗼𝘂𝗿 𝟮𝟬𝟮𝟲 𝗥𝟭 ""𝗪𝗵𝗮𝘁'𝘀 𝗡𝗲𝘄"" 𝘄𝗲𝗯𝗶𝗻𝗮𝗿𝘀 🎬",31,0,1,32,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7453059289675587584/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,34,2026-04-14 13:26,𝟮𝟱 å𝗿𝘀 𝘀𝗮𝗺𝗮𝗿𝗯𝗲𝗷𝗱𝗲 𝗼𝗴 +𝟱𝟬𝟬 𝗮𝗸𝘁𝗶𝘃𝗲 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮-𝗹ø𝘀𝗻𝗶𝗻𝗴𝗲𝗿 🏆,75,2,2,79,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7449810332358897664/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,35,2026-04-13 11:57,𝗖𝗲𝗹𝗲𝗯𝗿𝗮𝘁𝗶𝗻𝗴 𝘁𝗵𝗲 𝗳𝗶𝗿𝘀𝘁 𝗿𝗲𝗹𝗲𝗮𝘀𝗲 𝗼𝗳 𝟮𝟬𝟮𝟲 🎊,80,0,1,81,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7449425551938740225/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,36,2026-04-08 11:55,𝟮𝟬𝟮𝟲 𝗥𝟭: 𝗔 𝗯𝗶𝗴 𝘀𝘁𝗲𝗽 𝗳𝗼𝗿𝘄𝗮𝗿𝗱 𝗳𝗼𝗿 𝗔𝗥 𝗮𝘂𝘁𝗼𝗺𝗮𝘁𝗶𝗼𝗻🎉,84,2,6,92,Video,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7447612965991854080/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,37,2026-04-01 12:00,𝗛𝗼𝗽𝗽𝗶𝗻𝗴 𝗶𝗻𝘁𝗼 𝗘𝗮𝘀𝘁𝗲𝗿… 🐰🍫,61,0,2,63,Multi-image (2),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7445077523211685889/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,38,2026-03-24 13:00,"𝗛𝗮𝗻𝗱𝗹𝗶𝗻𝗴 𝟭𝟱,𝟬𝟬𝟬 𝗶𝗻𝘃𝗼𝗶𝗰𝗲𝘀 𝗲𝘃𝗲𝗿𝘆 𝗺𝗼𝗻𝘁𝗵 𝗶𝘀 𝗻𝗼 𝘀𝗺𝗮𝗹𝗹 𝘁𝗮𝘀𝗸 📄",27,0,1,28,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7442193520951595008/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,39,2026-03-23 13:00,𝗝𝗼𝗶𝗻 𝘂𝘀 𝗮𝘁 𝗗𝗮𝘆𝘀 𝗼𝗳 𝗞𝗻𝗼𝘄𝗹𝗲𝗱𝗴𝗲 𝗡𝗼𝗿𝗱𝗶𝗰💡,33,0,1,34,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7441831220042186752/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,40,2026-03-18 12:55,𝗛𝗮𝗽𝗽𝘆 𝗯𝗶𝗿𝘁𝗵𝗱𝗮𝘆 𝘁𝗼 𝗼𝘂𝗿 𝗖𝗘𝗢! 🎉,208,20,0,228,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7440017920887296000/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,41,2026-03-12 13:00,𝗚𝗲𝘁 𝗮 𝗳𝗶𝗿𝘀𝘁 𝗹𝗼𝗼𝗸 𝗮𝘁 𝟮𝟬𝟮𝟲 𝗥𝟭! 🚀,31,0,3,34,Document/Carousel (PDF),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7437845004946989056/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,42,2026-03-09 13:00,𝗙𝗼𝗼𝘁𝗯𝗮𝗹𝗹 𝘀𝗵𝗶𝗿𝘁𝘀 𝗳𝗼𝗿 𝗮 𝗴𝗼𝗼𝗱 𝗰𝗮𝘂𝘀𝗲 ⚽,67,2,0,69,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7436757687792578560/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,43,2026-03-06 11:34,𝗩𝗶 𝗳𝗲𝗷𝗿𝗲𝗿 +𝟱𝟬𝟬 𝗶𝗺𝗽𝗹𝗲𝗺𝗲𝗻𝘁𝗲𝗿𝗲𝗱𝗲 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮-𝗹ø𝘀𝗻𝗶𝗻𝗴𝗲𝗿 𝗵𝗼𝘀 𝗧𝘄𝗼𝗱𝗮𝘆 🏆,77,0,3,80,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7435649052156784640/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,44,2026-03-05 13:38,📍𝗪𝗵𝗲𝗿𝗲 𝘁𝗼 𝗺𝗲𝗲𝘁 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮 𝘁𝗵𝗶𝘀 𝘀𝗽𝗿𝗶𝗻𝗴 𝗮𝗻𝗱 𝘀𝘂𝗺𝗺𝗲𝗿,34,0,3,37,Document/Carousel (PDF),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7435317830352261120/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,45,2026-02-12 13:00,𝗜𝗻𝘁𝗿𝗼𝗱𝘂𝗰𝗶𝗻𝗴: 𝗖𝗼𝗻𝘁𝗶𝗻𝗶𝗮 𝗗𝗲𝗲𝗽 𝗗𝗶𝘃𝗲𝘀💡,32,0,2,34,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7427698004142284800/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,46,2026-02-10 12:57,𝗛𝗼𝘄 𝗦𝗘𝗡𝗦𝗜𝗧 𝗰𝘂𝘁 𝗶𝗻𝘃𝗼𝗶𝗰𝗲 𝗽𝗿𝗼𝗰𝗲𝘀𝘀𝗶𝗻𝗴 𝘁𝗶𝗺𝗲 𝗯𝘆 𝟱𝟬% 🚀,32,4,5,41,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7426972598892400640/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,47,2026-02-05 13:00,𝗔𝗿𝗲 𝘆𝗼𝘂 𝗿𝗲𝗮𝗱𝘆 𝗳𝗼𝗿 𝗲-𝗶𝗻𝘃𝗼𝗶𝗰𝗶𝗻𝗴 𝗰𝗼𝗺𝗽𝗹𝗶𝗮𝗻𝗰𝗲 ✔️,36,0,0,36,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7425161323333709824/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,48,2026-02-03 13:00,𝗪𝗵𝗮𝘁 𝗱𝗼 𝗵𝗶𝗴𝗵-𝗽𝗲𝗿𝗳𝗼𝗿𝗺𝗶𝗻𝗴 𝗳𝗶𝗻𝗮𝗻𝗰𝗲 𝘁𝗲𝗮𝗺𝘀 𝗱𝗼 𝗱𝗶𝗳𝗳𝗲𝗿𝗲𝗻𝘁𝗹𝘆 𝗶𝗻 𝗔𝗣 👀,34,1,1,36,Image,Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7424436545966731264/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,49,2026-01-27 13:54,𝗥𝗲𝗮𝗱𝘆 𝗳𝗼𝗿 𝗮 𝗻𝗲𝘄 𝗰𝗵𝗮𝗽𝘁𝗲𝗿 𝗶𝗻 𝟮𝟬𝟮𝟲,43,0,7,50,Document/Carousel (PDF),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7421913488928706560/,https://www.linkedin.com/company/continia-software-a-s/posts/
Continia Software,50,2026-01-22 13:00,Tak for to lærerige dage på Hindsgavl Slot 👏,107,3,4,114,Multi-image (4),Continia Software,https://www.linkedin.com/feed/update/urn:li:activity:7420087881236422656/,https://www.linkedin.com/company/continia-software-a-s/posts/
Truvio,1,2026-09-16 08:45,"When production planning involves up to 22,000 orders per month at a single plant, having a clear overview makes a real difference.",8,0,3,11,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7505909696629837826/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,2,2026-09-15 08:00,The Digital Product Passport is becoming a reality for companies selling products in the EU. But DPP is about more than compliance.,16,0,3,19,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7505535913612050432/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,3,2026-09-14 14:00,"Join us for the Ole Red Round Up, a fun Nashville-style Summit after party designed for networking, connecting with fellow Dynamics professionals, and celebrating the Summit community. We'll have live",10,0,5,15,Event,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7505264294301814784/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,4,2026-09-14 09:16,That's a wrap on Commerce Partner Days 2026. 🎉,81,4,4,89,Multi-image (4),Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7505192846690373632/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,5,2026-09-11 19:24,"Most B2B self-service portals fail on data, not design: when buyers see list price instead of their contract price, or ""call for availability"" instead of real stock, they pick up the phone anyway and",19,0,7,26,Event,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7504258627315335168/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,6,2026-09-10 13:55,A fantastic start to Commerce Partner Days 2026!,83,2,3,88,Multi-image (6),Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7503813317400936448/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,7,2026-09-09 11:32,"Today, developers from across our partner community have taken over Aarhus for the Extended Day of Commerce Partner Days 2026.",88,2,4,94,Multi-image (7),Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7503415053665099776/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,8,2026-09-08 07:40,En hel dag væk fra indbakken skal være tiden værd.,22,0,2,24,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7502994197914923008/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,9,2026-09-07 05:00,"For St Vincent de Paul Society NSW, modernising Accounts Payable meant more than replacing manual data entry.",26,1,6,33,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7502591635537555456/,https://www.linkedin.com/company/truvio-official/posts/
Truvio,10,2026-08-31 08:47,"November 14, 2026. From that date, SWIFT CBPR+ will no longer accept cross-border payment messages containing fully unstructured postal addresses. If the required address data is not properly structur",12,0,1,13,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7500112134568058880/,https://www.linkedin.com/company/truvio-official/posts/
