Company,Post #,Date (UTC),Title (first line of post),Reactions,Comments,Reposts,Total engagement,Post type,Posted by,Post URL,Company page
Truvio,20,2026-08-27 00:00,"Invoice capture is only one part of accounts payable automation. What happens when customers also need greater control over approvals, matching, exceptions, audit trails and the mo",37,2,6,45,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7498529844528398336/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,21,2026-08-25 18:32,☀️ One last episode. One last chance to enter!,0,0,0,0,Text,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7498084830446899201/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,22,2026-08-25 07:30,A keynote worth joining us in Aarhus for.,29,0,2,31,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7497918214878978048/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,23,2026-08-24 14:00,Truvio is heading to Columbus for DynamicsCon Regional: Ohio Valley!,23,1,2,26,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7497653978923696129/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,24,2026-08-24 08:39,We're proud to sponsor the 4PS Customer Day 2026! 🏗️,28,3,1,32,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7497573188978118656/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,25,2026-08-21 07:30,"Running, walking and cheering each other on 🏃‍♀️👏",0,0,0,0,Multi-image (3),Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7496468884510789632/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,26,2026-08-20 18:17,🌴 One last conversation before we officially close out summer.,15,0,3,18,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7496269124956913664/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,27,2026-08-20 09:26,"AI er allerede ved at ændre den måde, B2B-kunder finder, sammenligner og vælger produkter på.",16,0,1,17,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7496135681115860994/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,28,2026-08-20 08:00,The Commerce Product Brief is already next week 👀,17,0,5,22,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7496113825079918592/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,29,2026-08-19 17:40,Remember when waiting was just part of the process?,0,0,0,0,Event,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7495897408086851584/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,30,2026-08-19 07:30,Nine steps. Zero manual touchpoints. ✅,16,0,4,20,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7495744057663631360/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,31,2026-08-18 20:00,A little sneak peek at what’s coming next to Truvio Talks… ⏪📼,19,0,4,23,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7495570246632775680/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,32,2026-08-18 17:16,Only 2 more days until the next episode of Truvio Talks! ☀️🎙️,0,0,0,0,Text,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7495529000841420801/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,33,2026-08-18 09:00,"When you're in the middle of a complex ERP transformation, a smooth implementation can make a real difference.",18,0,0,18,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7495404151665905664/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,34,2026-08-18 07:01,"Vi glæder os til at være med, når Computerworld Events sætter fokus på vejen videre fra Dynamics AX den 25. august i Køge.",23,0,1,24,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7495374176422113280/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,35,2026-08-17 11:48,Hylke Britstra is taking the stage at Directions for Enterprise 2026 in Copenhagen.,28,0,2,30,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7495084086164627457/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,36,2026-08-14 18:34,"☀️ Summer isn’t over yet, and neither is your chance to win!",16,0,5,21,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7494099208589774848/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,37,2026-08-14 01:00,"We’re excited to share that Truvio is a Gold Sponsor at Days of Knowledge - ANZ 2026, taking place on 3–4 September in Melbourne.",19,0,3,22,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7493833803094994944/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,38,2026-08-13 12:45,"This year I started working for Truvio, currently focusing on the ExFlow AP module in D365FO.",0,0,0,0,Image,Hylke Britstra,https://www.linkedin.com/feed/update/urn:li:activity:7493648978950123520/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,39,2026-08-13 12:30,Manual payments cost more than money.,27,0,5,32,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7493645057619566592/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,40,2026-08-11 12:31,"Tomorrow, new EU packaging rules begin to apply.",16,0,7,23,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7492920578803220480/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,41,2026-08-10 02:00,"This week, we’re hosting two APJ Partner Training sessions for D365 F&O partners.",14,0,3,17,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7492399403820007424/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,42,2026-08-07 08:00,Truvio is heading to Directions for Enterprise 2026 in Copenhagen!,52,2,2,56,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7491402783993290752/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,43,2026-08-06 18:48,"☀️ Summer may be winding down, but there's still time to make your finance operations more resilient. 🌴",8,0,2,10,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7491203629517987840/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,44,2026-08-06 08:31,A 4.65/5 score is one thing. Understanding what drives enterprise fit is another.,30,0,9,39,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7491048167564726273/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,45,2026-08-05 09:00,Every quarter brings new improvements across Truvio Commerce.,13,0,0,13,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7490693248349356032/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,46,2026-08-04 16:53,Ready to shorten your order-to-cash cycle?,0,0,0,0,Event,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7490449961004875776/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,47,2026-08-04 13:00,We are excited to be attending the Dynamics 365 ERP/CE & AI Summit NA Roadshow in Minneapolis on August 6!,20,0,2,22,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7490391135408934912/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,48,2026-08-04 07:32,"When customers need a spare part, finding the right one should be simple - even when the product catalogue behind it contains more than 500,000 SKUs.",0,0,0,0,Video,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7490308577312546817/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,49,2026-08-03 07:06,"This September, we’re bringing the Truvio Commerce partner community together in Aarhus for three days of product insights, practical learning and conversations about what’s next i",26,0,1,27,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7489939705556344832/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Truvio,50,2026-08-03 02:30,Where are the untapped opportunities within your customers’ Dynamics 365 finance processes?,19,1,2,22,Image,Truvio,https://www.linkedin.com/feed/update/urn:li:activity:7489870224968798208/,https://www.linkedin.com/company/truvio-official/posts/?feedView=all
Equisys,1,2026-09-15 09:56,Join us as our panel of product experts and support specialists answer your Zetadocs Capture and Zetadocs Expenses-related questions live during our 'Ask Us Anything' webinars!,0,0,0,0,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7505565286411063296/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,2,2026-09-08 11:30,"Whether you're just starting to consider a change to your processes or actively assessing solutions, our resource center has all the tools you need to evaluate AP automation, expen",1,0,3,4,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7503052041250934806/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,3,2026-09-01 11:30,Join us as our panel of product experts and support specialists answer your Zetadocs Capture and Zetadocs Expenses-related questions live during our 'Ask Us Anything' webinars!,3,0,7,10,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7500515319464058880/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,4,2026-08-14 13:00,"Our Implementation Services help Business Central partners deliver faster, smoother Zetadocs projects for their customers with less risk and more predictable outcomes. Read the ful",4,0,3,7,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7494015007639334912/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,5,2026-07-28 09:25,"Manage your documents more effectively, rather than just storing them in a repository. Discover why Business Central customers choose Zetadocs Capture with SharePoint in this artic",3,0,4,7,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7487800383118032896/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,6,2026-07-14 11:30,Cut costs without compromising control 💼,4,0,2,6,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7482758322664869890/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,7,2026-07-07 11:45,"With Zetadocs, you can drag and drop supporting documents against a journal entry in Business Central. This provides context or justification for a transaction, with documents inst",4,1,2,7,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7480225562238685185/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,8,2026-06-25 11:33,Missed our recent webinar? Catch up now!,0,0,0,0,Video,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7475873917270822912/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,9,2026-06-10 09:16,"We're just a few hours away from our webinar, 'Discover THE BEST AP Automation Solution for Business Central'!",0,0,1,1,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7470403616667947009/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,10,2026-06-09 14:56,There's less than 24 hours left to register for our webinar - 'Discover THE BEST AP Automation solution for Business Central',2,0,3,5,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7470126776522788865/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,11,2026-05-14 12:00,Looking for a smarter way to manage employee expenses and ensure compliant claims? Book a demo of Zetadocs Expenses today:,3,0,3,6,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7460660212190830592/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,12,2026-05-07 13:20,"Last week, we had a great time sponsoring Directions North America 2026! Thank you to all that stopped by to chat about Zetadocs and those who entered our competition (the winner w",0,0,0,0,Multi-image (4),Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7458143787702243328/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,13,2026-04-28 08:56,We had an amazing first day at Directions North America and can’t wait to see what day two brings! Be sure to stop by our booth (E-32) to say hello and enter our giveaway for a Met,15,0,5,20,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7454815678991347713/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,14,2026-04-23 15:08,"We’ll be in Orlando, Florida next week for Directions North America, and we’d love to say hello. Drop by booth E-32 to meet the team, ask questions, and see what’s new. Plus, we’re",5,0,3,8,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7453097367190401024/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,15,2026-04-15 09:00,"We're headed to Directions in Orlando, Florida in 2 weeks✈️",6,0,4,10,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7450105668079927296/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,16,2026-04-01 14:35,"Deliver smarter, not harder!",2,0,0,2,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7445116539613175808/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,17,2026-03-27 15:27,We're delighted to be part of this exciting event that takes an in-depth look at AP Automation options for Microsoft Dynamics 365 Business Central.,3,0,1,4,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7443317734987345920/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,18,2026-03-18 13:45,"Zetadocs Expenses offers a smooth expense workflow right out-of-the-box, with minimal training required for both finance teams and the submitters.",4,0,1,5,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7440030525597220865/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,19,2026-03-11 11:27,It's not too late to reserve your space on today's Lunch & Learn event!,3,0,5,8,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7437459098012631040/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,20,2026-03-10 10:23,It's not too late - join a Lunch & Learn event this week to learn how to get even more out of your Zetadocs investment. Book your place now via the links:,3,0,2,5,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7437080598629793792/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,21,2026-03-06 13:49,Our Lunch & Learn series starts next week! Are you registered yet? Each session will last around 15 minutes and is designed to demonstrate tricks and tips to help existing Zetadocs,0,0,1,1,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7435682886860673024/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,22,2026-03-02 15:30,Looking forward to being part of this great event!,1,0,0,1,Text,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7434258762414338049/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,23,2026-02-26 15:27,"Looking for an expense management solution built for Business Central, ready to go straight away? Look no further than Zetadocs Expenses.",7,0,2,9,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7432808568292204545/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,24,2026-01-28 16:15,Even the most well-written expense policies can prove difficult to enforce across a company. This whitepaper discusses the hurdles finance teams face when it comes to policy enforc,7,0,4,11,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7422311288229396481/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,25,2026-01-20 15:43,"See how Zetadocs can transform the way you work. Book a demo today to explore any of our AP automation, document management or expense management solutions in action.",6,0,4,10,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7419404126649769985/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,26,2026-01-14 10:35,"The future of accounts payable is automated. Explore expert perspectives on how AI and accounting technology will drive efficiency, accuracy and better decision-making in 2026 in t",2,0,0,2,Article/Link,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7417152357836201984/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,27,2026-01-13 13:02,Zetadocs Delivery helps finance teams spend less time on admin and more time on what really matters. Learn more about how it could help save your team time & money here:,3,0,2,5,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7416827007893700608/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,28,2026-01-08 15:03,Learn how to build a clear travel and entertainment expenses policy that's easy to consistently enforce in this blog post:,1,0,1,2,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7415045518608969728/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,29,2026-01-07 15:53,"Still chasing approvals and fixing errors? AP automation removes bottlenecks, speeds up approvals and helps teams scale without the stress.",0,0,0,0,Article/Link,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7414695566208811009/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,30,2025-12-10 16:17,"Many employees feel unsure about what they can expense, even if upper management think they have a clear expense policy. Solutions like Zetadocs Expenses help remove that confusion",1,0,1,2,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7404554818054422528/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,31,2025-12-05 13:48,"AI in ERP is accelerating fast, and ISVs are leading the way with practical, real-world innovations. Read this article to find out why AI-driven ISV solutions, like Zetadocs, are b",3,0,2,5,Article/Link,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7402705536359571457/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,32,2025-11-26 14:54,This month we're celebrating 15 years of the Equisys blog! Here’s some of the highlights from along the way...,0,0,0,0,Document/Carousel (PDF),Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7399460639901130752/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,33,2025-11-14 15:57,Accounting teams in the manufacturing industry (and beyond) are facing challenges with manual AP workflows. Check out this article on why automating AP is a game-changer across ind,1,0,0,1,Article/Link,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7395127780033789953/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,34,2025-11-06 15:37,"Thank you to all who stopped by our booth at Directions #EMEA2025! Our team have had a great few days in Poznan, and loved chatting with everyone who came by. Stay tuned as we anno",11,0,2,13,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7392223608443674624/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,35,2025-11-05 14:35,Our team is really enjoying the informative sessions and great conversations happening at Directions #EMEA2025. Come say hello at booth B-13 today to discover what’s new with Zetad,1,0,0,1,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7391845502817837056/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,36,2025-11-04 11:50,We're delighted to be at Directions #EMEA2025 in Poznan! Be sure to come and visit our team at booth B-13 to discover the latest news about Zetadocs and enter our competition to wi,23,0,5,28,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7391441694900256768/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,37,2025-10-22 12:28,"We're excited to be heading to Directions EMEA next week! If you're attending, we'd love to connect and show you how Zetadocs can simplify AP automation, expense management and doc",14,0,7,21,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7386740316340645889/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,38,2025-10-17 14:50,"It's almost time for Demo Week! From October 20–24, we're offering live, personalized demos of our expense management solution. This is a great opportunity to see how Zetadocs Expe",3,0,2,5,Image,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7384963993129472000/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,39,2025-09-25 14:30,Join us for our webinar!,0,0,1,1,Article/Link,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7376986386958295041/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Equisys,40,2025-09-25 11:24,We're delighted to partner with Z9Works Inc. and look forward to helping your customers!,0,0,0,0,Text,Equisys,https://www.linkedin.com/feed/update/urn:li:activity:7376939640907382784/,https://www.linkedin.com/company/equisys/posts/?feedView=all
Medius,1,2026-09-16 08:15,Great news from Benelux.,138,21,2,161,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7505902045745491968/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,2,2026-09-15 13:32,"Today’s finance leaders are coming face-to-face with the AP perception gap. 90% say they're satisfied with their current AP technology, yet 45% of teams still say up to 40% of thei",9,0,0,9,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7505619525279842304/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,3,2026-09-14 13:53,Medius is pleased to announce the appointment of Kevin Young the role of Chief Marketing Officer.,100,3,1,104,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7505262448413671424/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,4,2026-09-14 08:13,The best conversations don’t always need a stage.,0,0,0,0,Video,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7505176795525083138/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,5,2026-09-11 05:30,What does it take to truly understand B2B payments?,12,0,1,13,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7504048659550855168/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,6,2026-09-09 14:30,We're excited to announce that Medius and Thomson Reuters have extended their partnership to help US finance teams manage taxes.,112,0,27,139,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7503459817491955712/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,7,2026-09-07 10:57,"“Within the first days of France's e-invoicing mandate, thousands of invoices have already been processed through the Medius Approved Platform, with numbers growing rapidly. We kno",42,0,10,52,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7502681502728601600/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,8,2026-09-04 17:44,"87% of finance leaders have personally ignored a small expense, reimbursement, or claim they believed was fraudulent.",0,0,0,0,Document/Carousel (PDF),Medius,https://www.linkedin.com/feed/update/urn:li:activity:7501696715742351362/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,9,2026-09-03 12:15,Managing expenses across a large organization is no small task.,0,0,0,0,Document/Carousel (PDF),Medius,https://www.linkedin.com/feed/update/urn:li:activity:7501251415520993280/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,10,2026-09-02 13:31,"Are you a leader in finance, tax, tech, or compliance? We've got the perfect event for you bringing together two industry frontrunners.",22,0,2,24,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7500908195511578624/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,11,2026-09-02 05:45,We’re thrilled to announce that Medius has earned three prestigious G2 badges in the Fall 2026 reports! These accolades recognize the exceptional value and impact Medius is deliver,37,1,9,47,Image,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7500790878840664064/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,12,2026-09-01 17:27,Finance leaders know fraud when they see it. But what happens when the line gets easier to cross?,0,0,0,0,Poll,Medius,https://www.linkedin.com/feed/update/urn:li:activity:7500605341773025280/,https://www.linkedin.com/company/medius/posts/?feedView=all
Medius,13,2026-08-31 06:22,September is a good month to sort out AP.,0,0,0,0,Document/Carousel (PDF),Medius,https://www.linkedin.com/feed/update/urn:li:activity:7500075470428991488/,https://www.linkedin.com/company/medius/posts/?feedView=all
